,Game Name,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
16807,Neo Angelique Special    ,PSP,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Sep 08  ,
16808,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron    ,Wii,Takara Tomy   ,Takara Tomy  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,11th Dec 08  ,
16809,Know How 2    ,DS,7G//AMES  ,Bitfield GmbH  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,28th Oct 10  ,
16810,Breach    ,PC,Destineer  ,Atomic Games  ,N/A  ,6.5,N/A  ,0.01m,0.01m,,,0.00m,26th Jan 11  ,
16811,Carmageddon 64    ,N64,Titus  ,SCi  ,N/A  ,1.3,N/A  ,0.01m,0.01m,,,0.00m,05th Dec 99  ,
16812,PGA European Tour    ,N64,Infogrames  ,Infogrames  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,15th Jun 00  ,
16813,Planet Monsters    ,GBA,Titus  ,Planet Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,06th Dec 01  ,
16814,Real Rode    ,PS2,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,04th Dec 08  ,
16815,Bust-A-Move 3000    ,GC,Ubisoft  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,12th Feb 03  ,
16816,Mega Brain Boost    ,DS,Majesco  ,Interchannel-Holon  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,22nd Jan 08  ,
16817,Zombie Vikings    ,PS4,Rising Star Games  ,Zoink Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,20th Apr 16  ,21st Sep 18
16818,Mezase!! Tsuri Master DS    ,DS,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,23rd Apr 09  ,
16819,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable    ,PSP,Falcom Corporation  ,Nihon Falcom Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Dec 07  ,
16820,Rise of the Argonauts    ,PC,Codemasters  ,Liquid Entertainment  ,N/A  ,5,N/A  ,0.01m,,0.01m,,0.00m,16th Dec 08  ,
16821,ATV Renegades    ,PS4,Nighthawk Interactive  ,Nighthawk Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,18th Apr 17  ,14th Sep 18
16822,Battle Fantasia    ,PS3,505 Games  ,Arc System Works  ,N/A  ,7,N/A  ,0.01m,,0.00m,0.01m,0.00m,06th Mar 09  ,
16823,Ziggurat    ,PS4,Soedesco  ,Milkstone Studios  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,21st Jun 16  ,14th Sep 18
16824,Men in Black II: Alien Escape    ,GC,Infogrames  ,Melbourne House  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,07th Feb 03  ,
16825,Woody Woodpecker in Crazy Castle 5    ,GBA,Kemco  ,Tantalus Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,02nd Dec 03  ,
16826,SCORE International Baja 1000: The Official Game    ,PS2,Activision  ,Left Field Productions  ,N/A  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,,0.00m,28th Oct 08  ,
16827,15 Days    ,PC,DTP Entertainment  ,House of Tales  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,20th Nov 09  ,
16828,Spirits & Spells    ,GBA,DreamCatcher Interactive  ,Magic Pockets  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,02nd Nov 03  ,
16829,Summer Athletics    ,PC,DTP Entertainment  ,49Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,15th Aug 08  ,
16830,The Peanuts Movie: Snoopy's Grand Adventure    ,WiiU,Activision  ,Behaviour Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Nov 15  ,01st Apr 18
16831, Muv-luv Photonmelodies    ,PS3,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th Aug 14  ,
16832,Legendary Fishing    ,NS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,0.00m,0.00m,18th Sep 18  ,22nd Nov 18
16833,Mini Desktop Racing    ,Wii,Conspiracy Entertainment  ,DDI  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,20th Nov 07  ,
16834,To Heart 2: Another Days    ,PSP,Aqua Plus  ,Aqua Plus  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Jul 09  ,26th Apr 19
16835,Hyperdimension Neptunia Re;Birth1 Plus    ,PS4,Compile Heart  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,31st May 18  ,03rd Dec 18
16836,Garnet Cradle Portable: Kagi no Himiko    ,PSP,Idea Factory  ,Otomate  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,07th Apr 11  ,
16837,The Conveni Portable    ,PSP,Hamster Corporation  ,Hamster Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,08th Jul 10  ,
16838,Yunohana Spring!    ,PSV,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Sep 15  ,
16839,Hasbro Game Night for Nintendo Switch    ,NS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,30th Oct 18  ,30th Mar 19
16840,Izuna 2: The Unemployed Ninja Returns (JP sales)    ,DS,Atlus  ,Ninja Studio  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Jul 08  ,
16841,Pia Carrot e Youkoso!! G.P. Gakuen Princess    ,PS2,GN Software  ,Cocktail Soft  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Jan 09  ,
16842,Battle Worlds: Kronos    ,XOne,Nordic Games  ,KING Art Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,10th May 16  ,01st Aug 18
16843,Pirate Blast    ,Wii,Zoo Games  ,TBA  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,15th Feb 11  ,
16844,Winning Post World 2010    ,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,02nd Apr 10  ,
16845,Champion Jockey Special    ,NS,Tecmo Koei  ,Koei Tecmo Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Sep 17  ,31st Jul 18
16846,Deformers    ,PC,Ready at Dawn  ,Ready at Dawn  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,21st Apr 17  ,
16847,Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun    ,PSP,Prototype  ,Prototype  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,16th Jan 14  ,26th Apr 19
16848,STORM: Frontline Nation    ,PC,Viva Media  ,Colossai Studio  ,N/A  ,7,N/A  ,0.01m,,0.01m,,0.00m,28th Jun 11  ,
16849,All-Star Slammin' D-Ball    ,PS,Electronic Arts  ,Access  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,25th Oct 01  ,
16850,Disorder 6    ,PS3,5pb  ,MAGES. Inc.  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Aug 13  ,26th Apr 19
16851,Myst IV: Revelation    ,PC,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,28th Sep 04  ,
16852,Offshore Tycoon    ,Wii,Valcon Games  ,Cyber Planet  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,31st Mar 09  ,
16853,Dream C Club Zero    ,PS3,D3Publisher  ,Tamsoft Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Jan 13  ,26th Apr 19
16854,Secret Game: Killer Queen    ,PS2,Yeti  ,Yeti  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,21st Aug 08  ,
16855,Wedding Planner: Dream Weddings Guaranteed    ,DS,DTP Entertainment  ,dtp entertainment AG  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Dec 10  ,
16856,Hayarigami 3: Keishichou Kaii Jiken File    ,PSP,Nippon Ichi Software  ,Nippon Ichi Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,06th Aug 09  ,
16857,Canvas 3: Nanairo no Kiseki    ,PSP,GN Software  ,HuneX  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Apr 10  ,
16858,I.Q. Mania    ,PSP,Sony Computer Entertainment  ,SCEI  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Mar 06  ,
16859,Koezaru wa Akai Hana: Taiga wa Mirai o Tsugumu    ,PSP,Dramatic Create  ,Operetta Due  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Mar 14  ,26th Apr 19
16860,Mermaid Gothic    ,PSP,Quinrose  ,QuinRose  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Nov 14  ,
16861,Memories Off 6: Next Relation    ,PSP,5pb  ,5pb. Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Oct 10  ,19th Dec 18
16862,Guild Wars 2 - Path of Fire    ,PC,ArenaNet  ,ArenaNet  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,22nd Sep 17  ,
16863,LEGO Ninjago Nindroids    ,3DS,Warner Bros. Interactive Entertainment  ,Hellbent Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,29th Jul 14  ,01st May 19
16864,Metal Gear Solid: Peace Walker HD Edition    ,X360,Unknown  ,Kojima Productions  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,N/A  ,
16865,"Asaki, Yumemishi    ",PSP,Quinrose  ,QuinRose  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th Apr 11  ,
16866,Ayakashi Gohan: Oomori!    ,PSV,honeybee  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,08th Oct 15  ,
16867,Jewel Quest V: The Sleepless Star    ,PC,iWin   ,iiWin  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,06th Dec 10  ,
16868,Kamiyo Gakuen Makorouku Kurunugia    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Oct 08  ,
16869,Pony Friends 2    ,PC,Square Enix  ,Tantalus Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,23rd Feb 10  ,
16870,Satomi Hakkenden: Hamaji Himenoki    ,PSP,Quinrose  ,QuinRose  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Sep 14  ,
16871,Dungeons & Dragons Anthology: The Master Collection    ,PC,Atari  ,Various  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,15th Nov 11  ,02nd Jan 19
16872,Gakuen Alice: KiraKira * Memory Kiss    ,PS2,Kids Station  ,Kids Station  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Jun 06  ,
16873,Import Tuner Challenge (JP sales)    ,X360,Ubisoft  ,Genki  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Sep 06  ,
16874,Satomi Hakkenden: Murasame Marunoki     ,PSP,Quinrose  ,QuinRose  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Jan 15  ,
16875,Sea Monsters: A Prehistoric Adventure    ,DS,DSI Games  ,Atomic Planet Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,07th Jan 08  ,
16876,Fit & Fun    ,Wii,Unknown  ,Funbox Media  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,17th Jun 11  ,
16877,Shepherd's Crossing 2 DS    ,DS,Graffiti  ,Success  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,13th Apr 10  ,
16878,Yuuzai x Muzai    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,21st May 09  ,
16879,Witch's Wish    ,DS,Natsume  ,Tryfirst  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th May 10  ,
16880,Champions Online    ,PC,Atari  ,Cryptic Studios  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,01st Sep 09  ,
16881,Dokapon Journey (JP sales)    ,DS,Atlus  ,Sting  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Apr 09  ,
16882,CSI: Hard Evidence    ,PC,Ubisoft  ,Telltale Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,25th Sep 07  ,
16883,Hoshizora * Planet: One Small Step For...    ,PSP,CyberFront  ,CyberFront  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,10th Mar 11  ,
16884,Megami Meguri    ,3DS,Capcom  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,08th Dec 16  ,
16885,Winning Post 8 2017    ,PS3,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,02nd Mar 17  ,
16886,Possession Magenta    ,PSV,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th May 15  ,
16887,WSC REAL 09: World Snooker Championship    ,X360,Deep Silver  ,Blade Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Apr 09  ,
16888,Farming Simulator 18    ,PSV,Focus Home Interactive  ,Giants Software  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,06th Jun 17  ,03rd Jul 18
16889,Gyouretsu no Dekiru Houritsu Soudansho    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Feb 10  ,
16890,CharadeManiacs    ,PSV,Idea Factory  ,Otomate  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Aug 18  ,26th Aug 18
16891,Crusty Demons    ,XB,Evolved Games  ,Climax Group  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,27th Jun 06  ,
16892,Patrician IV: Gold Edition    ,PC,Kalypso  ,Gaming Minds Studios  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,30th Aug 11  ,
16893,Shuumatsu Otome Gensou Alicematic Apocalypse    ,PS2,Russel  ,Russel  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th May 08  ,
16894,The Princess Guide    ,NS,NIS America  ,Nippon Ichi Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,15th Mar 19  ,11th May 20
16895,D.C. Girl's Symphony Pocket    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Jun 10  ,
16896,Ultimate Beach Soccer    ,XB,DreamCatcher Interactive  ,Palm Development  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,10th Nov 03  ,
16897,Pocket Racers    ,PSP,Konami  ,Blade Interactive  ,N/A  ,3.8,N/A  ,0.01m,0.01m,,,0.00m,14th Nov 06  ,
16898,Princess Evangile Portable    ,PSP,CyberFront  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,12th Apr 12  ,
16899,Mirai Nikki: 13 Hitome no Nikki Shoyuusha Re-Write    ,PSP,Kadokawa Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Apr 12  ,
16900,ScreamRide    ,XOne,Microsoft Studios  ,Frontier Developments  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Mar 15  ,24th Apr 18
16901,Kajiri Kamui Kagura: Akebono no Hikari    ,PSV,Views  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Apr 13  ,
16902,Grisaia no Rakuen: Le Eden de la Grisaia    ,PSP,Prototype  ,Prototype  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,11th Dec 14  ,
16903,Lapis x Labyrinth    ,PS4,Nippon Ichi Software  ,Nippon Ichi Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Nov 18  ,05th Jan 19
16904,Sideswiped    ,DS,Majesco  ,Recom  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,20th Oct 09  ,
16905,Soul Eater: Battle Resonance    ,PS2,Namco Bandai  ,Bec  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Jan 09  ,
16906,The Conveni DS: Otona no Keiei Ryoku Training    ,DS,Nippon Ichi Software  ,Hamster Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,27th Nov 08  ,
16907,Torment: Tides of Numenera    ,XOne,Techland  ,InXile Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,28th Feb 17  ,09th Aug 18
16908,Sébastien Loeb Rally EVO    ,PC,Milestone S.r.l  ,Milestone S.r.l  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,29th Jan 16  ,13th Sep 18
16909,Urakata Hakuouki: Akatsuki no Shirabe    ,PSP,Idea Factory  ,ZeroDiv  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,07th Aug 14  ,
16910,Armen Noir Portable    ,PSP,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,12th Apr 12  ,
16911,Jagged Alliance: Rage!    ,PS4,THQ Nordic  ,Cliffhanger Productions  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,07th Dec 18  ,11th Sep 18
16912,Takt of Magic    ,Wii,Nintendo  ,Taito Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,21st May 09  ,
16913,Harem Tengoku da to Omottara Yandere Jigoku Datta    ,PS3,Nippon Ichi Software  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Apr 14  ,
16914,Pro Evolution Soccer 2008    ,PC,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th Oct 07  ,
16915,Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen    ,Wii,Yamasa Entertainment  ,Yamasa Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,27th Dec 07  ,
16916,The Sims 2: Celebration Stuff    ,PC,Electronic Arts  ,Maxis  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Apr 07  ,
16917,Horsez    ,GBA,Ubisoft  ,MTO  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,02nd Jul 07  ,
16918,Memories Off 6: T-Wave    ,PSP,5pb  ,5pb. Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th May 09  ,
16919,Side Kicks!    ,PSV,Nippon Ichi Software  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,23rd Mar 17  ,
16920,Bamboo Blade: Sorekara no Chousen    ,PSP,Gadget Soft  ,Gadget Soft  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th May 09  ,
16921,Peach Ball: Senran Kagura    ,NS,Marvelous Entertainment  ,HONEY PARADE GAMES  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,13th Dec 18  ,21st Dec 18
16922,Grand Theft Auto Online    ,PS3,Take-Two Interactive  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,01st Oct 13  ,
16923,MotoGP 15    ,X360,Milestone S.r.l.  ,Milestone S.r.l.  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,24th Jun 15  ,24th Apr 18
16924,Arabians Doubt    ,PSP,Quinrose  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Jan 14  ,
16925,Muv-Luv    ,PS3,5pb  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Oct 12  ,
16926,Chaos;Child: Love Chu Chu!!    ,PS4,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Mar 17  ,15th Jan 18
16927,Lapis x Labyrinth    ,NS,Nippon Ichi Software  ,Nippon Ichi Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Nov 18  ,05th Jan 19
16928,Spore Galactic Adventures    ,PC,Electronic Arts  ,Electronic Arts  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,23rd Jun 09  ,
16929,Stranger of Sword City    ,X360,Experience Inc.  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,05th Jun 14  ,
16930,Wanted: Weapons of Fate    ,PC,Warner Bros. Interactive  ,GRIN  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,24th Mar 09  ,
16931,Florist Shop    ,DS,UFO Interactive  ,Tommo  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,21st Sep 10  ,
16932,Mist of Chaos    ,PS3,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Mar 07  ,
16933,Witch Hunters: Stolen Beauty    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,08th May 15  ,22nd Sep 18
16934,Marvel Disk Wars: Avengers - Ultimate Heroes    ,3DS,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,13th Nov 14  ,03rd Aug 18
16935,Damnation    ,PC,Codemasters  ,Blue Omega Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th May 09  ,
16936,Hyperdimension Neptunia mk2    ,PS3,NIS America  ,Compile Heart  ,6,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,28th Feb 12  ,03rd Dec 18
16937,Ultimate Beach Soccer    ,GBA,DreamCatcher Interactive  ,Magic Pockets  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,03rd Nov 03  ,
16938,Muv-luv Photonflowers    ,PS3,5pb  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Apr 14  ,
16939,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey    ,3DS,Nintendo  ,AlphaDream Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,11th Jan 19  ,19th Nov 18
16940,Barbie and Her Sisters Puppy Rescue    ,PS3,Little Orbit  ,Little Orbit  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,03rd Nov 15  ,
16941,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri    ,PS2,System Soft  ,System Soft  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Sep 08  ,
16942,Emperor: Rise of the Middle Kingdom    ,PC,Sierra Entertainment  ,BreakAway Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,09th Sep 02  ,
16943,Zoo Tycoon 2: Extinct Animals    ,PC,Microsoft Game Studios  ,Blue Fang Games  ,N/A  ,7.6,N/A  ,0.01m,0.01m,0.00m,,0.00m,16th Oct 07  ,
16944,Mark Davis Pro Bass Challenge    ,GC,Natsume  ,SIMS  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,20th Sep 05  ,
16945,No Fate! Only the Power of Will    ,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Feb 10  ,
16946,Daikoukai Jidai Online: Cruz del Sur    ,PS3,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th Apr 09  ,
16947,Makai Ouji: Devils and Realist - Dairiou no Hihou    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Sep 13  ,07th May 19
16948,Powerplay Tennis    ,DS,Codemasters  ,Codemasters  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,01st Feb 08  ,
16949,Gravity Games Bike: Street Vert Dirt    ,XB,Midway Games  ,Midway Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,04th Sep 02  ,
16950,Necrovision    ,PC,1C Company  ,Farm 51  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,18th May 09  ,
16951,Heartful Simulator Pachi-Slot: To Heart 2    ,PS3,Aqua Plus  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Oct 12  ,
16952,Memories Off 2nd    ,PSP,5pb  ,5pb. Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th May 08  ,
16953,RepKiss    ,PSV,Entergram  ,Entergram  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,13th Apr 17  ,21st Sep 18
16954,Grand Theft Auto: San Andreas    ,PS3,Rockstar Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,11th Dec 12  ,
16955,Sherlock Holmes vs. Jack the Ripper    ,PC,Focus Home Interactive  ,Frogwares  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th May 09  ,
16956,UFO: Extraterrestrials    ,PC,Tri Synergy  ,Chaos Concept  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,30th May 07  ,
16957,Eschatos    ,X360,Qute  ,Qute Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,07th Apr 11  ,
16958,NHL 16    ,X360,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,15th Sep 15  ,
16959,Angels and Despair: 5 Game Pack    ,PC,Focus Multimedia  ,Focus  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th Sep 14  ,22nd Sep 18
16960,Defenders of Ardania    ,PC,Paradox Interactive   ,Most Wanted Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,01st Jan 70  ,
16961,Eiyuu * Senki    ,PS3,5pb  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Sep 13  ,
16962,Handball 16    ,PC,Bigben Interactive  ,EKO Software  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,27th Nov 15  ,24th Apr 18
16963,Steel Horizon    ,DS,Konami  ,Climax Group  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,20th Mar 07  ,
16964,Gun    ,PC,Activision  ,Neversoft Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,09th Nov 05  ,
